"Encoding Id","Market","Rank","Station","Channel","Affiliate","Start Date","Start Time","Stop Date","Stop Time","Start Second","Stop Second","Seconds","Program","ISCI-20","Campaign","Advertiser","Product Name","Module Code","Phone Number","Length","Donovan Agency Estimate Code","Donovan Agency Advertiser Code","Donovan Agency Product Code",
"0001156767","ORLANDO","018","WKMG","006","CBS","20170111","05:27:21","20170111","05:27:50","0000000001","0000000030","0000000035","NEWS 6 AT 5A","2TWNWEST000","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","ORLANDO","018","WKMG","006","CBS","20170111","05:54:54","20170111","05:55:23","0000000001","0000000030","0000000035","NEWS 6 AT 5:30A","37WEST1605H","3637","WESTIN","X","X","9","60","X","X","X"
"0001156743","ORLANDO","018","WESH","002","NBC","20170111","05:53:00","20170111","05:53:29","0000000001","0000000030","0000000035","WESH 2 NEWS EARLY SUNRISE","37WEST1605H","3637","WESTIN","X","X","9","15","X","X","X"
"0001156768","ORLANDO","018","WESH","002","NBC","20170111","08:26:14","20170111","08:26:43","0000000001","0000000030","0000000035","TODAY","2TWNWEST000H","2000","WESTIN","x","x","x","120","x","x","x"
"0001156768","ORLANDO","018","WOFL","035","FOX","20170111","05:46:16","20170111","05:46:45","0000000001","0000000030","0000000035","GOOD DAY ORLANDO AT 5AM","2TWNWEST000H","2000","WESTIN","x","x","x","180","x","x","x"
"0001156768","ORLANDO","018","WOFL","035","FOX","20170111","07:28:20","20170111","07:28:49","0000000001","0000000030","0000000035","GOOD DAY ORLANDO AT 7AM","2TWNWEST000H","2000","WESTIN","x","x","x","300","x","x","x"
"0001156768","ATLANTA","010","WGCL","046","CBS","20170111","06:44:00","20170111","06:44:29","0000000001","0000000030","0000000035","CBS46 NEWS AT 6AM","2TWNWEST000H","2000","WESTIN","x","x","x","90","x","x","x"
"0001156768","BOSTON","009","WBZ","004","CBS","20170111","08:57:55","20170111","08:58:24","0000000001","0000000030","0000000035","CBS THIS MORNING","2TWNWEST000H","2000","WESTIN","x","x","x","44","x","x","x"
"0001156768","BOSTON","009","WHDH","007","NBC","20170111","05:11:39","20170111","05:12:08","0000000001","0000000030","0000000035","7 NEWS TODAY IN NEW ENGLAND","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
"0001156768","BOSTON","009","WFXT","025","FOX","20170111","05:12:36","20170111","05:13:05","0000000001","0000000030","0000000035","FOX 25 MORNING NEWS AT 5AM","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","BOSTON","009","WFXT","025","FOX","20170111","08:51:53","20170111","08:52:22","0000000001","0000000030","0000000035","FOX 25 MORNING NEWS AT 7AM","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156768","BUFFALO","053","WIVB","004","CBS","20170111","05:28:56","20170111","05:29:25","0000000001","0000000030","0000000035","WAKE UP","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","BUFFALO","053","WGRZ","002","NBC","20170111","08:53:34","20170111","08:54:03","0000000001","0000000030","0000000035","TODAY","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156743","BUFFALO","053","WKBW","007","ABC","20170111","06:49:17","20170111","06:49:46","0000000001","0000000030","0000000035","7 EYEWITNESS NEWS AT 6AM","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156743","CHARLOTTE","022","WCNC","006","NBC","20170111","06:54:52","20170111","06:55:21","0000000001","0000000030","0000000035","NBC CHARLOTTE AT 6:00","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156768","CHARLOTTE","022","WCCB","018","CW","20170111","07:42:22","20170111","07:42:51","0000000001","0000000030","0000000035","WCCB NEWS RISING","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
"0001156742","CLEVELAND","019","WJW","008","FOX","20170111","05:56:47","20170111","05:57:16","0000000001","0000000030","0000000035","FOX 8 NEWS AT 5:30AM","37WEST1605","3637","WESTIN","X","X","9","30","X","X","X"
"0001156767","COLUMBUS,OH","032","WTTE","028","FOX","20170111","08:13:20","20170111","08:13:49","0000000001","0000000030","0000000035","GOOD DAY COLUMBUS 8AM","2TWNWEST000","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","DAYTON","064","WHIO","007","CBS","20170111","06:28:06","20170111","06:28:35","0000000001","0000000030","0000000035","DAYBREAK EDITION","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156767","DAYTON","064","WKEF","022","ABC","20170111","06:26:52","20170111","06:27:21","0000000001","0000000030","0000000035","FOX 45 NEWS IN THE MORNING ON ABC","2TWNWEST000","2000","WESTIN","x","x","x","30","x","x","x"
"0001156767","DETROIT","013","WJBK","002","FOX","20170111","05:40:01","20170111","05:40:30","0000000001","0000000030","0000000035","FOX 2 NEWS MORNING","2TWNWEST000","2000","WESTIN","x","x","x","30","x","x","x"
"0001156767","DETROIT","013","WJBK","002","FOX","20170111","08:47:35","20170111","08:48:04","0000000001","0000000030","0000000035","FOX 2 NEWS MORNING","2TWNWEST000","2000","WESTIN","x","x","x","30","x","x","x"
"0001156768","DETROIT","013","WDIV","004","NBC","20170111","05:13:20","20170111","05:13:49","0000000001","0000000030","0000000035","LOCAL 4 NEWS TODAY AT 5AM","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","FLINT","072","WNEM","005","CBS","20170111","05:53:47","20170111","05:54:16","0000000001","0000000030","0000000035","WNEM TV-5 WAKE-UP","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156743","GRAND RAPIDS","044","WOOD","008","NBC","20170111","05:14:06","20170111","05:14:35","0000000001","0000000030","0000000035","NEWS 8 DAYBREAK EARLY EDITION","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156768","GRAND RAPIDS","044","WZZM","013","ABC","20170111","06:29:31","20170111","06:30:00","0000000001","0000000030","0000000035","WZZM 13 MORNING NEWS AT 6AM","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","GRAND RAPIDS","044","WXMI","017","FOX","20170111","07:20:30","20170111","07:20:59","0000000001","0000000030","0000000035","FOX 17 MORNING NEWS","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156742","GREENSBORO","046","WFMY","002","CBS","20170111","05:41:24","20170111","05:41:53","0000000001","0000000030","0000000035","GOOD MORNING SHOW","37WEST1605","3637","WESTIN","X","X","9","30","X","X","X"
"0001156767","HARRISBURG","043","WPMT","043","FOX","20170111","06:27:36","20170111","06:28:05","0000000001","0000000030","0000000035","FOX 43 MORNING NEWS AT 6:00AM","2TWNWEST000","2000","WESTIN","x","x","x","30","x","x","x"
"0001156767","HARRISBURG","043","WPMT","043","FOX","20170111","07:59:19","20170111","07:59:48","0000000001","0000000030","0000000035","FOX 43 MORNING NEWS AT 7:00AM","2TWNWEST000","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","HOUSTON","008","KPRC","002","NBC","20170111","05:24:25","20170111","05:24:54","0000000001","0000000030","0000000035","KPRC CHANNEL 2 NEWS TODAY AT 5AM","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156743","HOUSTON","008","KTRK","013","ABC","20170111","05:19:37","20170111","05:20:06","0000000001","0000000030","0000000035","13 EYEWITNESS NEWS AT 5AM","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156743","JACKSONVILLE","047","WFOX","030","FOX","20170111","05:27:40","20170111","05:28:09","0000000001","0000000030","0000000035","ACTION NEWS JAX AT 5:00AM","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156768","KANSAS CITY","033","KMBC","009","ABC","20170111","06:58:07","20170111","06:58:36","0000000001","0000000030","0000000035","KMBC FIRST NEWS","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
"0001156743","KANSAS CITY","033","KSHB","041","NBC","20170111","08:59:06","20170111","08:59:35","0000000001","0000000030","0000000035","TODAY","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156743","LITTLE ROCK","057","KLRT","016","FOX","20170111","08:45:46","20170111","08:46:14","0000000001","0000000030","0000000035","GOOD DAY ARKANSAS","37WEST1605H","3637","WESTIN","X","X","9","30","X","X","X"
"0001156768","MIAMI","016","WFOR","004","CBS","20170111","06:56:08","20170111","06:56:37","0000000001","0000000030","0000000035","CBS4 NEWS 6AM","2TWNWEST000H","2000","WESTIN","x","x","x","30","x","x","x"
